258,What is the difference between method overloading and method overriding in Java?,"Overloading is compile-time, overriding is runtime","Overloading is runtime, overriding is compile-time",Both are compile-time,Both are runtime,A,"Method overloading is resolved at compile-time (static polymorphism) based on method signatures, while method overriding is resolved at runtime (dynamic polymorphism) based on the actual object type.",OOP Concepts,,
259,Which keyword is used to prevent a class from being inherited in Java?,private,static,final,abstract,C,"The 'final' keyword when applied to a class prevents it from being inherited. Examples include String, Integer, and other wrapper classes that are final classes.",OOP Concepts,,
260,What is the purpose of the 'super' keyword in Java?,To call parent class constructors and methods,To create new objects,To define static methods,To implement interfaces,A,The 'super' keyword is used to refer to the immediate parent class object. It can call parent class constructors (super()) and access parent class methods and variables that are overridden in the child class.,OOP Concepts,,
261,What will be the output of this encapsulation example?,"Name: null, Age: 0","Name: John, Age: 25",Compilation error,Runtime error,B,"The code demonstrates proper encapsulation with private fields and public getter/setter methods. The setter validates the age, and since 25 is valid (>0), both name and age are set correctly.",Java Programming,coding,images/code-question-261.jpg
262,What will be the output of this inheritance example?,"Animal speaks, Dog barks","Dog barks, Animal speaks","Dog barks, Dog barks",Compilation error,A,"The code demonstrates inheritance where Dog extends Animal. The super.speak() call invokes the parent class method first, then the child class method executes, resulting in 'Animal speaks' followed by 'Dog barks'.",Java Programming,coding,images/code-question-262.jpg
263,What will be the output of this polymorphism example?,"Animal makes sound, Dog barks","Dog barks, Cat meows",Animal makes sound twice,Compilation error,B,"This demonstrates runtime polymorphism. Although declared as Animal references, the actual objects are Dog and Cat. At runtime, the overridden makeSound() methods in Dog and Cat classes are called, not the Animal class method.",Java Programming,coding,images/code-question-263.jpg
264,What will be the output of this abstraction example?,Circle area: 78.54,Shape area: 0.0,Compilation error,Runtime error,A,"The code demonstrates abstraction using an abstract class. The concrete Circle class implements the abstract calculateArea() method. Math.PI * 5 * 5 = 78.54 (approximately), which gets printed by the displayArea() method.",Java Programming,coding,images/code-question-264.jpg
265,What will be the output of this interface implementation example?,"Flying at 100 km/h, Swimming at 50 km/h","Swimming at 50 km/h, Flying at 100 km/h",Compilation error,Only Flying at 100 km/h,A,"The Duck class implements both Flyable and Swimmable interfaces. When methods are called on the Duck object, both fly() and swim() methods execute in the order they are called, demonstrating multiple interface implementation.",Java Programming,coding,images/code-question-265.jpg
266,Which of the following is the correct way to create a thread in Java using Runnable?,Thread t = new Thread(); t.run();,Runnable r = new Runnable(); r.start();,"Thread t = new Thread(new Runnable() { public void run() { System.out.println(Running""); } }); t.start();""","Runnable r = () -> System.out.println(Running""); r.start();""",C,"To create and start a thread using Runnable: 1) Create a Thread object passing the Runnable implementation to the constructor, 2) Call start() on the Thread object (not the Runnable). Option A calls run() instead of start(), Option B tries to call start() on Runnable (which doesn't have this method), Option D tries to call start() on a lambda expression directly.",Concurrency,,
267,What method must be implemented when a class implements Runnable?,start(),run(),execute(),launch(),B,"When implementing the Runnable interface, you must provide an implementation of the run() method. This method contains the code that will be executed when the thread runs. The start() method belongs to the Thread class, not Runnable. The execute() and launch() methods are not part of the Runnable interface.",Concurrency,,
268,Which of the following is NOT a valid way to start a thread?,new Thread(new MyRunnable()).start();,new MyRunnable().run();,Thread t = new Thread(myRunnable); t.start();,"Thread t = new Thread(() -> System.out.println(Hello"")); t.start();""",B,"Option B calls the run() method directly on the Runnable object, which executes the code in the current thread rather than starting a new thread. To start a new thread, you must call start() on a Thread object. Options A, C, and D all correctly create Thread objects and call start() to begin new thread execution.",Concurrency,,
269,What is the purpose of the Thread.sleep() method?,To destroy the thread,To make the thread wait for a lock,To pause the current thread for a specified time,To stop the thread permanently,C,"Thread.sleep() causes the currently executing thread to pause for a specified number of milliseconds. The thread enters the TIMED_WAITING state and will resume execution after the sleep period expires or if interrupted. It does not destroy, stop, or wait for locks - it simply pauses execution temporarily.",Concurrency,,
270,Which interface allows a class to be executed by a thread?,Thread,Executor,Runnable,Callable,C,"The Runnable interface allows a class to be executed by a thread. It defines a single method run() that contains the code to be executed. Thread is a class, not an interface. Executor is for managing thread execution but doesn't make a class executable. Callable is similar to Runnable but returns a result and can throw exceptions.",Concurrency,,
271,What happens if you call run() instead of start() on a thread?,A new thread is created,The JVM throws an exception,The code runs in the current thread,The thread is paused,C,"Calling run() directly executes the thread's code in the current thread (the caller's thread), not in a new thread. This means no concurrent execution occurs. To achieve true multithreading, you must call start(), which creates a new thread and then calls run() within that new thread context. Calling run() directly is just a normal method call.",Concurrency,,
272,Which of the following will cause a race condition when accessed from multiple threads?,A local variable inside run(),A static final constant,A shared non-synchronized variable,A volatile variable,C,"A shared non-synchronized variable can cause race conditions because multiple threads can read and write to it concurrently without proper synchronization. Local variables are thread-safe (each thread has its own stack), static final constants are immutable, and volatile variables provide visibility guarantees that help prevent certain race conditions.",Concurrency,,
273,What is true about daemon threads in Java?,They block the JVM from shutting down,They are used for file I/O,They run in the background and do not prevent JVM from exiting,They have higher priority than user threads,C,"Daemon threads are background threads that do not prevent the JVM from exiting when all user (non-daemon) threads have finished. Examples include garbage collector threads. When only daemon threads remain running, the JVM will shut down. You can set a thread as daemon using setDaemon(true) before starting it.",Concurrency,,
274,What are the implicit modifiers for methods declared in an interface?,private abstract,protected abstract,public abstract,package-private abstract,C,"Methods declared in an interface are implicitly public and abstract by default. You don't need to explicitly specify these modifiers - the compiler automatically treats all interface methods as public abstract unless they are default, static, or private methods (introduced in Java 8 and 9). This is why implementing classes must use public access when overriding interface methods.",OOP Concepts,,
275,What are the implicit modifiers for variables declared in an interface?,private static final,protected static final,public static final,package-private static final,C,"Variables declared in an interface are implicitly public, static, and final. This means they are constants that belong to the interface itself (not instances) and are accessible from anywhere. You must initialize them at declaration since they are final. These are essentially compile-time constants shared by all implementing classes.",OOP Concepts,,
276,What will be the output of the following code?,Thread is running,Compilation error,Runtime exception,No output,A,"The code creates a MyRunnable object that implements Runnable, creates a Thread with this object, and calls start(). This will create a new thread that executes the run() method, printing 'Thread is running'. The start() method properly creates a new thread and calls run() within that thread context.",Java Programming,coding,/images/code-question-276.jpg
277,What will happen when this code is executed?,Runnable with Lambda,Compilation error,Runtime exception,Creates a new thread,A,"The code creates a lambda expression that implements Runnable and directly calls run() on it. Since run() is called directly (not through start()), it executes in the main thread, not a new thread. The lambda expression simply prints 'Runnable with Lambda'. No new thread is created.",Java Programming,coding,/images/code-question-277.jpg
278,What will be the output of this program?,Final count: 2000,Final count: 1000,Final count: unpredictable (race condition),Compilation error,C,This code demonstrates a race condition. Two threads (t1 and t2) are incrementing the same shared variable 'count' concurrently without synchronization. The final count will be unpredictable and likely less than 2000 because the increment operation (count++) is not atomic. Multiple threads reading and writing the same variable simultaneously causes data corruption.,Java Programming,coding,/images/code-question-278.jpg
279,What will this code print?,Hello from MyThread,Hello from main,Hello from Thread-0,Compilation error,A,"The code creates a thread using lambda expression, sets its name to 'MyThread' using setName(), and starts it. Inside the lambda, Thread.currentThread().getName() returns the name of the currently executing thread, which is 'MyThread'. So it prints 'Hello from MyThread'.",Java Programming,coding,/images/code-question-279.jpg
280,What is the output of this code with thread priorities?,"Always: Thread 1, then Thread 2","Always: Thread 2, then Thread 1",Output order is unpredictable,Compilation error,C,"Thread priorities are hints to the thread scheduler, not guarantees. Even though t2 has MAX_PRIORITY and t1 has MIN_PRIORITY, the actual execution order depends on the OS scheduler and is unpredictable. Both threads might run concurrently or in any order. Priority doesn't guarantee execution order in short-running threads.",Java Programming,coding,/images/code-question-280.jpg
281,What happens in this code?,Infinite loop continues running,"Main thread ending, then program terminates",Compilation error,Runtime exception,B,"The thread is set as a daemon thread using setDaemon(true). Daemon threads don't prevent the JVM from exiting when all non-daemon threads finish. The main thread prints 'Main thread ending' and exits. Since only the daemon thread with infinite loop remains, the JVM terminates the program. The daemon thread stops when the JVM exits.",Java Programming,coding,/images/code-question-281.jpg
282,What will be the output of this lambda stream code?,"[4, 8]","[2, 4]","[1, 2, 3, 4, 5]",Compilation error,A,"The code creates a stream from Arrays.asList(1,2,3,4,5), filters even numbers using lambda (n -> n % 2 == 0) which gives [2,4], then maps each to double using lambda (n -> n * 2) which gives [4,8], and collects to list. Final result: [4, 8].",Java Programming,coding,/images/code-question-282.jpg
283,What will this functional interface lambda code output?,15,10,25,Compilation error,A,"The code defines a functional interface Calculator with method add(), creates a lambda expression that implements this interface by adding two numbers, then calls calc.add(5, 10) which returns 5 + 10 = 15. The lambda (a, b) -> a + b implements the single abstract method of the functional interface.",Java Programming,coding,/images/code-question-283.jpg
284,What is the output of this method reference code?,HELLO WORLD,hello world,Hello World,Compilation error,A,"The code creates a stream from Arrays.asList('hello', 'world'), uses method reference String::toUpperCase to convert each string to uppercase, and collects to list. Method reference String::toUpperCase is equivalent to lambda s -> s.toUpperCase(). Result: ['HELLO', 'WORLD'], printed as [HELLO, WORLD].",Java Programming,coding,/images/code-question-284.jpg
285,What will this Optional with lambda code print?,Present: John,Empty,John,Compilation error,A,"The code creates Optional.of('John') which contains the value 'John'. The ifPresent() method takes a lambda that executes only if the Optional contains a value. Since 'John' is present, the lambda name -> System.out.println('Present: ' + name) executes, printing 'Present: John'.",Java Programming,coding,/images/code-question-285.jpg
286,Will this generic wildcard code compile?,"Yes, compiles successfully","No, compilation error at line 4","No, compilation error at line 6","No, compilation error at line 8",B,"The code fails at line 4 because you cannot add elements to a List<? extends Number>. The wildcard '? extends Number' makes the list producer-only (PECS rule). While you can read from it as Number, you cannot add any specific type because the compiler doesn't know the exact type. Line 4 tries to add Integer 10 to a wildcard list, which violates type safety.",Java Programming,coding,/images/code-question-286.jpg
287,Will this lambda type inference code compile?,"Yes, compiles and runs normally","No, compilation error - cannot infer types","No, compilation error - incompatible return types","No, compilation error - lambda ambiguity",D,"The code fails due to lambda ambiguity. Both process(Function<String,Integer>) and process(Function<String,String>) methods match the lambda expression s -> s.length() + """". The compiler cannot determine which overloaded method to call because the lambda could return either Integer or String depending on context. This creates ambiguous method resolution, requiring explicit casting or method reference to resolve.",Java Programming,coding,/images/code-question-287.jpg
